10016256	tired	müde
10027175	forgetting	Vergessen
10016256	tiredness	Müdigkeit
10027599	migraines	Migräne
10036018	PEE SO OFTEN	PEE SO OFTEN
10020765	Just about dead	So gut wie tot
10041002	sleep paralysis	Schlaflähmung
10019133	hangover	Kater
10029898	OCD	OCD
10020765	14 hour nap	14-stündiger Mittagsschlaf
10033371	pain	Schmerz
10000496	acne	Akne
10000125	dream all types of crazy	alle Arten von Verrückten träumen
10006514	grinds the shit out of their teeth	knirscht ihnen die Scheiße aus den Zähnen
10029412	nightmares	Alpträume
10048010	withdrawal	Rückzug
10021654	portions Prob too big	Portionen Wahrscheinlich zu groß
10016256	tired	müde
10022437	never sleep	niemals schlafen
10041349	drowsy	schläfrig
10029898	OCD	OCD
10061461	impotency	Ohnmacht
10029412	bad dreams	schlechte Träume
10027175	holes in my head	Löcher in meinem Kopf
10067125	destroyed my liver	hat meine Leber zerstört
10047700	Almost vomited	Fast erbrochen
10019211	headaches	Kopfschmerzen
10027175	screwing with my memory	mein Gedächtnis durcheinander bringen
10013781	dry mouth	Mundtrockenheit
10046571	uti	uti
10022998	irritability	Reizbarkeit
10061428	no appetite	kein Appetit
10013573	dizzy	schwindlig
10061428	rid of my appetite	meinen Appetit loswerden
10019075	see shapes	siehe Formen
10058920	RLS	RLS
10041349	troubles waking up	Schwierigkeiten beim Aufwachen
10061920	crazy ish	verrückter ish
10019211	Headache	Kopfschmerzen
10061087	connective tissue	Bindegewebe
10028596	heart attack	Herzinfarkt
10016322	zombie	Zombie
10048010	withdrawals	Rückzüge
10019211	headache	Kopfschmerzen
10009192	veins	Venen
10041349	sleepy	schläfrig
10013774	dry eyes	trockene Augen
10016322	zombies	Zombies
10013663	addictive	süchtig machend
10020937	numb	gefühllos
10029223	irritating my nerve endings	meine Nervenenden zu reizen
10015535	Tweaking	Optimieren von
10011401	crohns	crohns
10061428	can't eat	kann nicht essen
10025482	sick	krank
10050012	slow	langsam
10042033	steven johnson syndrome	steven-johnson-syndrom
10016256	knocks me out	schlägt mich k.o.
10000125	weird &amp; bizarre dreams	seltsam &amp; bizarre Träume
10041349	taken control of my eyes	die Kontrolle über meine Augen übernommen
10025482	feel so Ick	sich so Ick fühlen
10034719	messed up my attitude	meine Haltung durcheinander gebracht
10020642	sweatin	schwitzen
10039897	sedating	Beruhigend
10039626	Schizophrenia	Schizophrenie
10013573	dizziness	Schwindelgefühl
10016322	fuzziness	Unschärfe
10015535	fucked up	im Arsch
10013663	addiction	Sucht
10038428	kidneys have been swollen	Die Nieren sind geschwollen
10015535	jacked up	aufgebockt
10029898	OCD	OCD
10041349	barely keep my eyes open	kaum die Augen offen halten
10048010	withdrawal	Rückzug
10033371	pain	Schmerz
10040984	messed up my sleep	meinen Schlaf durcheinander gebracht
10048010	coming off Effexor was the worst	Das Ergebnis von Effexor war das schlechteste
10048010	withdrawal	Rückzug
10041349	drowsy	schläfrig
10002368	hating the world	Hass auf die Welt
10041349	sleepy	schläfrig
10015535	TWERK ME OUT	TWERK ME OUT
10013663	addict	süchtig
10015037	epilepsy	Epilepsie
10048010	withdrawal	Rückzug
10022437	insomina	insomina
10048010	withdrawal	Rückzug
10024419	get the horn my life	das Horn mein Leben bekommen
10057667	bipolar	bipolar
10021654	just eat, and eat	einfach essen, und essen
10016334	hot	heiß
10025482	sick	krank
10002855	anxiety	Angst
10002942	numb to feel	taub zu fühlen
10029412	bad dreams	schlechte Träume
10028245	ms	Frau
10010264	flare	Fackel
10024855	passing out	ohnmächtig
10012378	depression	Depression
10028836	pain in neck	Nackenschmerzen
10048010	withdrawal	Rückzug
10003988	back pain	Rückenschmerzen
10033371	aches	Schmerzen
10018304	Glaucoma	Glaukom
10048010	withdrawl	zurückziehenl
10016256	Chronic Fatigue Sydrome	Chronisches Ermüdungssyndrom
10028813	nausea	Übelkeit
10019070	VOICESINYOURHEAD	VOICESINYOURHEAD
10002368	angry	wütend
10027374	brain so retarded	Gehirn so zurückgeblieben
10033546	pale	blass
10033371	pain	Schmerz
10016322	Zombiness	Zombinität
10036596	come too fast	zu schnell kommen
10020751	allergic	Allergiker
10047899	weight gain	Gewichtszunahme
10015535	high	hoch
10033371	PAIN	SCHMERZ
10062519	light nights sleep	leichte Nächte schlafen
10046735	hives	Bienenstöcke
10020642	sweatin	schwitzen
10048010	withdrawal	Rückzug
10057667	bipolar	bipolar
10047895	lose @ 10 lbs	verlieren @ 10 lbs
10016256	fatigue	Müdigkeit
10038001	rebound	Rückprall
10029412	nightmares	Alpträume
10041347	sleep walking	Schlafwandeln
10057667	bpd	bpd
10028391	shoulder ache	Schulterschmerzen
10041349	like wading through treacle getting up	wie durch Sirup waten und aufstehen
10000125	crazy dreams	verrückte Träume
10022437	insomnia	Schlaflosigkeit
10041247	socialanxiety	Sozialangst
10036661	priapism	Priapismus
10016322	zombie	Zombie
10061428	no appetite	kein Appetit
10012378	depression	Depression
10022437	insomnia	Schlaflosigkeit
10003988	back pain	Rückenschmerzen
10016256	tired	müde
10013496	wreck my head	meinen Kopf zertrümmern
10015535	high	hoch
10022437	All nighter	Die ganze Nacht
10019211	headache	Kopfschmerzen
10037087	itchy skin	juckende Haut
10057667	Bipolar	Bipolar
10041349	nap	nap
10033371	pain	Schmerz
10029412	nightmare	Alptraum
10047899	gained 3stone	3Stein gewonnen
10003988	back pain	Rückenschmerzen
10040753	sinuses close up	Stirnhöhlen schließen
10007737	cataplexy	Kataplexie
10022437	can't sleep	kann nicht schlafen
10020765	Sleeping my life away	Mein Leben verschlafen
10003549	weak	schwach
10016322	don't feel fully human	sich nicht ganz menschlich fühlen
10016256	tiiiiired	tiiiiiert
10039897	dopey	dämlich
10006002	aching bones	schmerzende Knochen
10016256	tired	müde
10048010	coming off effexor is NOT fun	Anstrengung macht keinen Spaß
10011469	Crying	Weinend
10020765	sleep for days	tagelang schlafen
10048010	withdrawals	Rückzüge
10013573	dizzy	schwindlig
10047899	olanzapine lbs	Olanzapin lbs
10047899	weight	Gewicht
10002368	anger	ärgern
10047899	weight gain	Gewichtszunahme
10027374	murdering my mind	meinen Verstand ermorden
10025482	sick	krank
10016759	impossible to cry	unmöglich zu weinen
10020765	sleep	schlafen
10013573	lightheadeded	leichtsinnig
10022437	haven't slept	nicht geschlafen haben
10013663	addicted	süchtig
10003246	rheumatoidarthritis	Rheumatoidarthritis
10016326	cold	kalt
10013033	feel like I can't even stand	das Gefühl haben, dass ich nicht einmal stehen kann
10016330	twice as drunk	doppelt so betrunken
10001949	memory loss	Gedächtnisverlust
10016322	zombie-ness	Zombiehaftigkeit
10048010	withdrawls	zieht sich zurück
10002199	anaphylactic shock	anaphylaktischer Schock
10037844	Rash	Ausschlag
10020765	sleep for dayyssss	Schlaf für Tagyssss
10047895	lost 17 pounds	17 Pfund verloren
10013663	addiction	Sucht
10015535	tweakin out	ausbessern
10000125	lucidity	Klarheit
10003246	ra	ra
10033775	paraesthesia	Parästhesie
10020751	Allergic reaction	Allergische Reaktion
10025482	sick	krank
10027940	mood is stable	die Stimmung ist stabil
10024855	passes out	wird ohnmächtig
10048010	withdrawals	Rückzüge
10012378	depression	Depression
10020765	sleep	schlafen
10022437	not sleeping	nicht schlafend
10020937	Numbness	Taubheit
10036316	PTSD	PTSD
10010264	eyes worse	Augen schlechter
10015090	nose feel like its bleeding	die Nase fühlt sich an, als würde sie bluten
10013663	addiction	Sucht
10000059	sick to my stomach	Mir ist schlecht im Magen
10041349	sluggish and groggy	träge und groggy
10019063	hallucinate	halluzinieren
10041349	nap time	Mittagsschlafzeit
10048010	3 days of hell	3 Tage Hölle
10033371	Aches	Schmerzen
10047899	gained 40lbs	40 Pfund zugenommen
10048010	with drawls	mit Krawatten
10048010	withdrawal	Rückzug
10022437	awake	wach
10022998	crabby	mürrisch
10003246	rheum	rheum
10016322	zombie	Zombie
10056465	carb cravings	Heißhunger auf Kohlenhydrate
10013781	dry-mouth	Mundtrockenheit
10049119	brain is melting	Gehirn schmilzt
10052804	tolerance	Toleranz
10003239	joint pain	Gelenkschmerzen
10047899	weight	Gewicht
10027374	descent into madness	Abstieg in den Wahnsinn
10028813	feel like throwing up	Lust zu kotzen
10016322	yucky	igitt
10012378	depression.	Depression.
10016256	Tired	Müde
10025482	sick	krank
10003591	ataxia	Ataxie
10048010	withdrawal	Rückzug
10022437	no sleep	kein Schlaf
10020466	hunger inducing	Hunger auslösen
10020466	hungry	hungrig
10016256	Exhaustion	Erschöpfung
10020765	sleep for 11 hours	11 Stunden lang schlafen
10000087	stomach cramps	Magenkrämpfe
10013663	addict	süchtig
10020751	allergic reaction	allergische Reaktion
10022524	pre-cutting	Vorschneiden
10048010	withdrawals	Rückzüge
10012218	delirious	im Delirium
10028813	nausea	Übelkeit
10022998	torn faced	zerrissenes Gesicht
10041349	sleepy	schläfrig
10027175	gaps in memory	Lücken im Gedächtnis
10048010	withdrawal	Rückzug
10024264	sloth	Faultier
10061428	eat because I just forget	essen, weil ich es einfach vergesse
10033557	palpitations	Herzklopfen
10002855	anxiety	Angst
10016256	tired	müde
10012378	depression	Depression
10029412	nightmares	Alpträume
10013709	stopped working	aufgehört zu arbeiten
10021654	eat	essen
10061598	no immune	keine Immunität
10011401	crohns	crohns
10057667	bipolar	bipolar
10016256	wiping me out	mich auszulöschen
10028735	stuffy sinuses	verstopfte Nebenhöhlen
10033371	hurting	verletzend
10020642	sweatin	schwitzen
10020765	sleep for 15+ hours	über 15 Stunden schlafen
10043248	tendon rupture	Sehnenruptur
10019211	headache	Kopfschmerzen
10041349	hit hard	hart getroffen
10022437	no sleep	kein Schlaf
10022437	forciblynocturnal	gewaltsam nächtlich
10016322	zombie	Zombie
10028813	nausea	Übelkeit
10033799	crippled	verkrüppelt
10044565	jolting	rüttelnd
10021972	IBD	IBD
10028391	musculo-skeletal pain	muskulo-skelettale Schmerzen
10002368	angry	wütend
10000125	last night I was a mermaid and then a wizard who had to save the world while being hunted by the japanese	Gestern Abend war ich eine Meerjungfrau und dann ein Zauberer, der die Welt retten musste, während er von den Japanern gejagt wurde.
10039626	Schizophrenia	Schizophrenie
10025482	sick	krank
10016256	fatigue	Müdigkeit
10041349	difficult to wake up	schwer aufzuwecken
10001480	No taste	Kein Geschmack
10019211	headache	Kopfschmerzen
10024419	reduces libido	reduziert die Libido
10013968	stop breathin	Atmung anhalten
10061428	didn't eat a thing	nichts gegessen hat
10048232	yawn	gähnen
10083622	attention-killing	aufmerksamkeitsstark
10003246	artheritis	Artheritis
10029898	OCD	OCD
10022437	not slept	nicht geschlafen
10027374	stupid	dumm
10054196	rollercoastery	Rollerbahn
10012422	not even a person anymore	nicht einmal mehr eine Person
10020765	sleep	schlafen
10037844	rash	vorschnell
10020751	allergic	Allergiker
10033371	aching	schmerzhaft
10027374	descent into madness	Abstieg in den Wahnsinn
10022437	able to sleep at night	nachts schlafen können
10057667	bipolar	bipolar
10027175	not remember	nicht erinnern
10020765	sleep	schlafen
10016322	zombified	zombifiziert
10017600	breastmilk production	Muttermilchproduktion
10014551	emotional	emotional
10014326	ejaculate	ejakulieren
10048010	withdrawals	Rückzüge
10025482	illness	Krankheit
10019211	headache	Kopfschmerzen
10053204	Can't run	Kann nicht laufen
10019009	bloodbath	Blutbad
10061461	impotency	Ohnmacht
10016256	pooped out	ausgepumpt
10021654	appetite	Appetit
10002368	angry	wütend
10033645	pancreatitis	Pankreatitis
10005780	prolactin levels	Prolaktinspiegel
10020751	Allergic reaction	Allergische Reaktion
10012378	depressed	deprimiert
10022437	awake all night	die ganze Nacht wach
10002652	could not orgasm	konnte nicht zum Orgasmus kommen
10033425	limbs ached	Gliederschmerzen
10047513	blurry vision	verschwommenes Sehen
10048010	withdrawal	Rückzug
10015137	burps	rülpst
10048948	Bedridden	Bettlägerige
10001496	mixed episodes	gemischte Episoden
10025482	sickest	am krankesten
10003239	joint pain	Gelenkschmerzen
10048010	withdrawal	Rückzug
10048010	withdrawals	Rückzüge
10028245	MS	MS
10048010	withdrawals	Rückzüge
10022437	stay up all night	die ganze Nacht aufbleiben
10033371	pain	Schmerz
10041349	groggy	groggy
10033371	ache	ache
10023163	JCV	JCV
10048010	withdrawal	Rückzug
10020765	fall asleep	einschlafen
10040984	fucks up my sleep	versaut mir den Schlaf
10016330	feel so drink	sich so trinken
10012378	depressed thoughts	depressive Gedanken
10047700	vomit	Erbrechen
10083622	adhd	adhd
10025482	sick	krank
10016330	feel wasted	sich vergeudet fühlen
10020765	sleep	schlafen
10033371	achy	achy
10020765	need to sleep 24/7	24/7 schlafen müssen
10008399	raging bm's	wütende bm's
10061920	psychosis	Psychose
10020466	hungrier	hungriger
10003239	weak knees	schwache Knie
10013663	addicted	süchtig
10025482	sick	krank
10020651	spazzing out	ausflippen
10019211	headaches	Kopfschmerzen
10008479	chest pain	Brustschmerzen
10016326	cold	kalt
10048010	withdrawal	Rückzug
10005750	BP	BP
10041349	sleeping 9 hours in the day	9 Stunden am Tag schlafen
10047899	weight gain	Gewichtszunahme
10058920	restless legs	unruhige Beine
10003402	sting	stechen
10013781	Dry mouth	Trockener Mund
10033371	hurts	schmerzt
10052804	tolerance	Toleranz
10020765	slept aw day	schlief den ganzen Tag über
10013663	craving	Verlangen
10048010	withdrawl	zurückziehenl
10021654	overeating	Überessen
10047700	puke	kotzen
10016322	feeling ill	sich krank fühlen
10060800	overheating	Überhitzung
10055798	loosing so much blood	so viel Blut zu verlieren
10047899	extra 20kg	zusätzlich 20kg
10044565	shake	schütteln
10037844	rash	vorschnell
10043431	irrational	unvernünftig
10061920	crazies	Verrückte
10028347	twitching	zuckend
10047899	gain like 50 pounds	um etwa 50 Pfund zunehmen
10028836	neck pain	Nackenschmerzen
10014551	EMOTIONALLY UNSTABLE	EMOTIONAL INSTABIL
10027175	memory damage	Gedächtnisschäden
10020765	sleeping	schlafend
10005734	blood pressure dropped	Blutdruck gesunken
10047899	weightgain	Gewichtszunahme
10025482	sick	krank
10029412	bad dreams	schlechte Träume
10037660	fever	Fieber
10042945	lupus flare	Lupus-Flare
10025482	ill	krank
10000125	dream	Traum
10020765	sleeping 18 hrs a day	18 Stunden am Tag schlafen
10041349	nap	nap
10083622	AD	AD
10003239	hip	hippe
10022437	awake	wach
10000125	crazy dreams	verrückte Träume
10064805	think too much	zu viel denken
10022998	irritated	irritiert
10001496	mixed episode	gemischte Episode
10029898	OCD	OCD
10017853	tummytrouble	tummytrouble
10012374	sad	traurig
10022437	got ten minutes of sleep	zehn Minuten Schlaf bekommen
10020765	get out of bed	Aufstehen aus dem Bett
10019133	hangovers	Kater
10047899	gain weight	an Gewicht zunehmen
10013573	going to my head	mir zu Kopf steigen
10047899	added 1 stone	1 Stein hinzugefügt
10020765	Getting out of bed is haaard	Das Aufstehen aus dem Bett ist mühsam
10022524	selfharm	Selbstverletzung
10021097	hypotension	Hypotonie
10048010	withdrawal	Rückzug
10005159	eye	Auge
10047899	olanzapine lbs	Olanzapin lbs
10052897	nerve damage	Nervenschäden
10000125	dreamt colours	geträumte Farben
10013968	short of breath	Kurzatmigkeit
10013663	addiction	Sucht
10039424	saliva	Speichel
10028330	muscle relaxant	Muskelrelaxans
10012218	delirious	im Delirium
10033371	after-sting	nach dem Stachel
10020642	sweaty	verschwitzte
10012378	anti-depress	anti-depressiv
10004716	Over-eaten	Überfressen
10054196	moods are void of stability	Stimmungen sind ohne Stabilität
10012378	depression	Depression
10047899	wait gain	warten gewinnen
10003239	joint pain	Gelenkschmerzen
10022437	not sleeping	nicht schlafend
10047899	fatness	Fettleibigkeit
10047513	see ) straight	siehe ) gerade
10013916	Body would rock	Körper würde schaukeln
10016256	fatigue	Müdigkeit
10002855	anxious	ängstlich
10042458	destroy myself	mich selbst zerstören
10007737	cataplexy	Kataplexie
10021654	STARVING	STÄRKEN
10003988	Back ache	Rückenschmerzen
10016330	mashed	püriert
10037660	low grade temp	niedrige Temperatur
10067484	reaction	Reaktion
10016330	drunk	betrunken
10070863	toxicity	Toxizität
10028245	MS	MS
10050584	bruises	blaue Flecken
10016256	knackered when I wake	kaputt, wenn ich aufwache
10003988	back	zurück
10011401	crohns	crohns
10048010	withdrawal	Rückzug
10061920	psychotic reactions	psychotische Reaktionen
10002368	raging	wütend
10047899	gained weight	Gewicht zugenommen
10048010	discontinuation syndrome	Abbruch-Syndrom
10042033	SJS	SJS
10048010	coming off it	davonkommend
10012174	dehydrates	dehydriert
10000087	tummy pains	Bauchschmerzen
10013709	stopped working	aufgehört zu arbeiten
10048010	sucked going from 100mg Desvenlafaxine / day to zero	von 100 mg Desvenlafaxin / Tag auf Null gesaugt
10028813	nausea	Übelkeit
10020642	sweating	Schwitzen
10039626	schizo	schizo
10061461	erectile dysfunction	erektile Dysfunktion
10053615	BURN MY VEINS	MEINE WEINE WEINE VERBRENNEN
10005780	prolactin levels	Prolaktinspiegel
10016717	fistula	Fistel
10048010	withdrawal	Rückzug
10000125	dreams	Träume
10002368	turn peaceful people into the hulk	friedliche Menschen in den Koloss verwandeln
10025482	ill	krank
10015137	burp	rülpsen
10047899	weight still keeps coming	Gewicht kommt immer noch
10028347	Twitchy	Nervös
10022437	keeping me up	mich aufrechterhalten
10002855	anxiety	Angst
10022437	NOT LET ME SLEEP	MICH NICHT SCHLAFEN LASSEN
10002652	ability to cum	Fähigkeit zum Cum
10057667	bipolar	bipolar
10013911	taste	Geschmack
10010774	feeling like you have to poop	das Gefühl, kacken zu müssen
10025082	lungs	Lungen
10020751	allergic	Allergiker
10021654	eating incredibly differently	unglaublich anders essen
10048010	withdrawals	Rückzüge
10014551	overreacted	hat überreagiert
10028813	nausea	Übelkeit
10031085	orgasm	Orgasmus
10061428	not hungry	nicht hungrig
10044565	shakes	schüttelt
10012239	falling into a realm of utter disillusion	in einen Bereich völliger Desillusionierung fallen
10001949	not remembering	sich nicht erinnern
10020765	knocks you outttttttt	stößt Sie austtttttttt
10030124	Swollen feet	Geschwollene Füße
10022437	insomnia	Schlaflosigkeit
10003549	weakness	Schwäche
10000087	stomach ache	Bauchschmerzen
10020751	allergic	Allergiker
10016256	energy	Energie
10033371	aches and pains	Schmerzen und Wehwehchen
10000125	dreams	Träume
10016322	feel sooooooo weird	sich sooooooooo komisch fühlen
10047899	put on weight	an Gewicht zulegen
10002942	inability to cry	Unfähigkeit zu weinen
10057668	cognitive problems	kognitive Probleme
10038743	restless	unruhig
10020642	sweats	schwitzt
10022004	flu symptoms	Grippe-Symptome
10047899	weight gain	Gewichtszunahme
10003239	joint pain	Gelenkschmerzen
10041349	out of it	aus ihm heraus
10054196	mood dips	Stimmungseinbrüche
10033371	equivalent to torture	entspricht der Folter
10021654	eating	Essen
10033371	pain	Schmerz
10000125	dreams	Träume
10022437	need to sleep	Schlafbedürfnis
10047700	puking	kotzend
10046571	UTI	UTI
10033371	aches and pains	Schmerzen und Wehwehchen
10043521	throat	Kehle
10022437	insomnia	Schlaflosigkeit
10022437	insomniac	Schlaflos
10047340	vertigo	Schwindelgefühl
10020466	hungry	hungrig
10020765	need to be awake	müssen wach sein
10003246	ra	ra
10048010	withdrawal	Rückzug
10019211	headaches	Kopfschmerzen
10013709	stopped working	aufgehört zu arbeiten
10048010	withdraws	zieht  zurück.
10012378	depression	Depression
10022437	wide awake	hellwach
10048010	withdrawal	Rückzug
10022437	insomnia	Schlaflosigkeit
10003988	back pain	Rückenschmerzen
10033371	achy	achy
10024419	Killed my libido	Tötete meine Libido
10025482	sick	krank
10047513	blurry-eyed	mit verschwommenen Augen
10012735	Diarrhea	Durchfall
10011906	died	gestorben
10021654	appetite	Appetit
10016256	tired	müde
10042458	suicidal	selbstmörderisch
10013573	dizzy	schwindlig
10039906	seizure	Beschlagnahme
10000125	lucid dreaming	Klares Träumen
10041349	out of it	aus ihm heraus
10037844	rash	vorschnell
10001949	amnesic	amnestisch
10016256	fatigue	Müdigkeit
10038743	restlessness	Ruhelosigkeit
10033664	panic attacks.	Panikattacken.
10028245	ms	Frau
10020765	sleep	schlafen
10033799	crippled	verkrüppelt
10033425	legs ache	Schmerzen in den Beinen
10016807	fluid retention	Flüssigkeitsretention
10013573	lo0o0py	lo0o0py
10019211	head pain	Kopfschmerzen
10041349	sleepy	schläfrig
10048010	w/d	w/d
10047895	-9.5lbs	-9,5 Pfund
10022437	awake	wach
10043087	doesn't even work for me anymore	arbeitet nicht einmal mehr für mich
10022437	not sleeping	nicht schlafend
10020765	just now wake up	gerade jetzt aufwachen
10033371	pain	Schmerz
10012378	depressed	deprimiert
10003988	back pain	Rückenschmerzen
10006784	felt like acid	fühlte sich wie Säure an
10016322	miserable	miserabel
10027374	can?t think	kann nicht denken
10028813	nauaea	nauaea
10047700	puke	kotzen
10013573	dizzy	schwindlig
10008399	bowels	Eingeweide
10020765	knocked on my ass	auf den Hintern geklopft
10049816	jaw	Kiefer
10041349	nap	nap
10043255	tendonitis	Sehnenscheidenentzündung
10020751	allergic	Allergiker
10002942	no feelings	keine Gefühle
10016275	terrifying	erschreckend
10016322	not making me feel so awesome.	Ich fühle mich nicht so fantastisch.
10052804	resisting it	Widerstand dagegen
10057667	bipolar	bipolar
10033775	Paraesthesia	Parästhesie
10058920	restlesslegs	restlestlestless-legs
10038743	Restlessness	Ruhelosigkeit
10047899	put much weight on	viel Gewicht auf
10033371	leg aches	Beinschmerzen
10041349	knocked me sidewards	schlug mich zur Seite
10001760	hairloss	Haarausfall
10047899	increase my weight	mein Gewicht erhöhen
10028836	neck	Hals
10020765	wo n't wake up	würden nicht aufwachen
10041349	drowsy	schläfrig
10067484	reaction	Reaktion
10028813	nausea	Übelkeit
10011401	Crohns	Crohns
10013573	dizzy	schwindlig
10037686	puss	puss
10012378	depression	Depression
10003246	rheum	rheum
10028813	nausea	Übelkeit
10003549	weak	schwach
10022437	cant sleep	kann nicht schlafen
10019211	headaches	Kopfschmerzen
10033371	lung pain	Lungenschmerzen
10047899	fat	fett
10022437	insomnia	Schlaflosigkeit
10012378	depressed	deprimiert
10047899	gained over 20 lbs	über 20 Pfund zugenommen
10067484	painful reactions	schmerzhafte Reaktionen
10048010	withdrawals	Rückzüge
10016256	tired	müde
10047899	weight gain	Gewichtszunahme
10041002	sleep paralysis	Schlaflähmung
10037153	psoriasis	Psoriasis
10061428	don't eat	nicht essen
10048294	perspective	Perspektive
10067484	reaction	Reaktion
10041349	nap	nap
10009866	cold sweats	kalte Schweißausbrüche
10020765	half-asleep	im Halbschlaf
10019133	hangover	Kater
10007515	heart stopped	Herzstillstand
10016322	zombie	Zombie
10041349	not stay up	nicht aufbleiben
10024419	sex drive / libido	Sexualtrieb / Libido
10047899	fat	fett
10027374	stupid	dumm
10024796	talk a mile a minute	eine Meile pro Minute reden
10013573	lightheaded	leichtsinnig
10000059	gastic upset	Gasförmige Störung
10028391	should ache	sollte schmerzen
10011401	crohns disease	Crohns-Krankheit
10057667	bipolar	bipolar
10019133	hangover	Kater
10016807	water weight	Wassergewicht
10020466	hunger	Hunger
10003246	ra	ra
10020466	increases hunger	erhöht den Hunger
10083622	add	hinzufügen
10028245	ms	Frau
10019211	headache	Kopfschmerzen
10029216	tension in my nerves	Spannung in meinen Nerven
10041052	sluggish	schleppend
10048010	come down	runterkommen
10044565	tremors	Erschütterungen
10044565	hand shake	Händeschütteln
10041349	sleepy	schläfrig
10028813	nuasea	nuasea
10003239	knee pain	Knieschmerzen
10025482	sickness	Krankheit
10047899	weight gain	Gewichtszunahme
10025482	ill	krank
10061920	drive me crazy	machen mich verrückt
10043945	sprayed hairspray all over my tongue	Haarspray auf die ganze Zunge gesprüht
10017944	Hard to digest	Schwer verdaulich
10022437	cantsleep	cantsleep
10006326	halitosis	Halitosis
10020765	20 hours a day  asleep	20 Stunden am Tag schlafend
10044044	rip out my teeth	mir die Zähne ausreißen
10048010	withdrawal	Rückzug
10022437	doesn't care about my bed time	sich nicht um meine Schlafenszeit kümmert
10020765	fall asleep	einschlafen
10048010	withdrawal	Rückzug
10013573	dizzy	schwindlig
10025482	sick	krank
10011469	cry	ruf
10013663	addiction	Sucht
10061428	stop spending all of your income in food	hören Sie auf, Ihr gesamtes Einkommen für Lebensmittel auszugeben
10047899	gained 50	50 % gewonnen
10044565	shakes	schüttelt
10027175	memory lapse	Gedächtnislücke
10048010	difficult to come off	schwer abzuschneiden
10011401	Crohn's	Morbus Crohn
10037087	itching	Juckreiz
10047899	increase my weight	mein Gewicht erhöhen
10022437	no sleep	kein Schlaf
10052804	plateau	plateau
10019133	hungover	verkatert
10022437	never sleeping	niemals schlafend
10020751	allergic	Allergiker
10024264	lethargic	lethargisch
10001598	lightweight	leichtgewichtig
10028245	MS	MS
10044565	shaking	Schütteln
10048010	withdrawl	zurückziehenl
10016322	weird	seltsam
10016807	fluid retention	Flüssigkeitsretention
10029412	nightmare	Alptraum
10056465	cravings	Sehnsüchte
10056465	carb cravings	Heißhunger auf Kohlenhydrate
10019211	headache	Kopfschmerzen
10022437	teamnosleep	teamnosleep
10026749	manic	manisch
10027951	mood	Stimmung
10019063	hallucinate	halluzinieren
10022998	grumpy	mürrisch
10002652	never have another orgasm	nie wieder einen Orgasmus haben
10003246	rheum	rheum
10030095	oedema	Ödeme
10029148	kidney stones	Nierensteine
10043431	plot to steal my thoughts	Verschwörung zum Diebstahl meiner Gedanken
10024264	lethargic	lethargisch
10033557	racing heart	Herzrasen
10019133	hangover	Kater
10019211	headache	Kopfschmerzen
10048010	Coming off cymbalta SUCKS	Vom Becken kommende SUCKS
10004939	Bipolar I Disorder	Bipolare I-Störung
